12837
52 9 21	Eliana Gonzalez
42 11 3	Kathleen Bennett
46 8 1	Brian Barber
31 4 26	Marshall Young
47 7 5	Ronald Faison
8 9 9	Claudine Harris
54 1 6	Lonnie Young
56 8 15	Kathy Hubbard
55 7 19	Timothy Washington
8 8 2	Lindsey Tiller
15 9 5	Jackie Harrison
73 7 20	Bryant Jackson
88 6 8	Gregory Humphrey
74 11 27	Cecil Powell
37 6 1	Judith Porterfield
75 8 18	Tracy Olvera
65 8 13	Gordon Gonzales
44 10 27	See Martinez
69 10 14	Cynthia Norman
86 3 9	Wanda Watson
59 4 20	Samual Rivera
21 1 0	Dawne McDonald
33 8 19	Andre Graves
55 6 23	Melissa Coleman
20 9 13	Inez Nelson
63 4 30	Janice Medina
21 0 29	Tracy Adams
25 2 3	Jeni Brooks
37 9 13	Niki Wilson
52 8 13	Andrew Moran
88 7 6	Hugh Johnson
83 1 9	Lillian Long
71 8 8	Edward Gonzalez
60 9 8	Jose Bailey
59 8 30	Earl Yoon
24 0 15	Natasha Platt
58 10 2	Catherine Hale
31 6 24	Sherri Reid
84 7 20	Glennis Roy
52 4 6	Lindsey Turner
35 4 18	Hugh Padilla
84 4 11	Niki Bowling
69 10 10	Earnest Hutchings
28 0 11	Maryalice Hill
81 11 13	Jose Butler
81 2 16	Brandon Gray
16 2 2	Gerard Dean
14 1 24	Spencer Tackett
73 0 5	Marjorie Harrison
21 5 6	Jennifer Evans
48 7 6	Kathy Parker
90 8 19	Rachel Lanham
18 9 16	Dani Butler
9 5 30	Kimberly Adams
63 4 8	Susan Nunez
39 8 30	Carley Taylor
39 6 15	Lonnie Lee
22 7 26	Kevin Sterling
85 3 8	Ernest Anderson
59 1 9	Charlene Perry
86 7 19	Ivan Washington
42 7 29	Laurence Collins
37 10 19	Diana Barlow
51 5 9	Marjorie Pibbles
55 11 8	Jenifer Cooper
25 0 15	Karrie King
9 3 15	Rosie Perkins
65 0 1	Katherine Tate
38 11 2	Wilmer Reddick
84 2 21	Spencer Morris
29 10 19	Benjamin Boyle
30 1 26	Barbara Wright
57 6 0	Chris Hale
47 6 30	Kevin Sanchez
81 1 11	Kathy Patterson
37 4 0	Christopher Sterling
21 8 0	Kelly Pibbles
63 11 4	Kathy Townsend
85 10 26	Denise Hutchings
15 9 29	Denise Scott
49 10 16	Gary Lee
64 8 14	Candelaria Holt
65 6 12	Niki Duong
36 3 9	Betty Ingram
64 3 13	Angelika Baker
39 2 5	Bobby Campbell
67 11 14	Nicholas Parker
83 11 4	Deborah Boyle
67 3 23	Martin Ramirez
37 5 11	Ronald Sterling
47 6 3	Catherine Henderson
58 1 30	Lindsay Horan
29 11 24	Ivan Bass
73 9 22	Norman Sullivan
84 5 8	Marie Lewis
30 1 24	Mary Davis
46 4 18	Pat Vega
72 2 15	Aubrey Sanchez
82 6 29	Dwayne Sullivan
43 10 19	Carl Caraballo
64 3 4	Donald Morris
11 10 25	Estelle Yoon
31 3 1	Stasia Townsend
18 9 14	Spencer Wood
79 3 18	Jason Mccune
69 2 27	Darrin Mabry
26 5 22	Rachel Coleman
73 5 20	Jane Watson
43 7 5	Brian Platt
30 0 11	Alma Jackson
84 5 8	Kevin Jones
26 9 12	Julie Aguilar
57 8 1	Willie Campbell
39 2 25	Pamela Bass
14 1 30	Alma Bryant
52 5 4	Salvador Casey
81 2 2	Timmy Goodrich
47 2 26	Amanda Rogers
66 5 18	Marshall Martin
67 0 6	Jeni Dean
8 8 6	Donald Richardson
29 0 3	Anna Vargas
28 7 20	Marjorie Price
10 4 26	Jorge Wheeler
78 7 30	Zachary Long
57 11 24	Devin Meyer
50 3 27	Dawne Orosco
16 4 18	Elvina Pulliam
86 6 4	Betty Kelly
11 0 21	Kathleen Collins
49 3 1	William Alvarado
33 6 6	Gerard Miller
86 8 6	Willie Jones
53 4 26	Jane Wagner
74 11 27	Sophia Taylor
20 3 1	William James
14 8 13	Collen Hollins
49 0 24	Kenneth Perkins
21 11 14	Amanda Hughes
74 9 29	Lynn Tiller
51 0 5	Jeni Simmons
70 6 8	Laura Brown
9 6 9	Dennis Blanton
87 9 18	Alejandro Horan
90 0 25	Ashley King
73 2 5	Martin Price
83 6 25	Lonnie Gracia
76 6 7	Tracy Tiller
86 0 1	Mary Dennis
27 9 5	Helen Thompson
27 10 26	Terrell Butler
30 6 24	Kimberly Norman
46 11 2	Dani Walters
29 0 12	Herma Cooper
42 2 8	Jennifer Davis
59 10 29	Salvador Barlow
43 1 17	Catherine Thompson
68 11 28	Shrimply Simpson
21 6 30	Jean Garcia
63 5 29	Spencer Hampton
33 8 30	Zachary Main
64 11 10	Laurence Martin
72 5 7	Santiago Meyer
30 5 20	Wayne Adams
28 0 1	Aubrey Watson
45 2 15	Wayne Perkins
11 0 0	Collen Sullivan
50 8 18	Roger Price
53 11 5	Estelle Simmons
50 4 25	Zachary Marsh
82 11 21	Laura Washington
75 11 7	Timmy Baker
11 2 30	Darrin Robinson
73 8 23	Walter Barrett
66 7 5	Clarence Huddleston
63 11 23	Terry Bass
15 11 5	William Huddleston
19 2 23	Randee Rhodes
83 11 28	Clayton Fenton
41 1 24	Darrin Green
33 0 1	Nelson Faison
20 6 14	Hugh Mabry
50 4 1	Christine Sherman
50 9 11	Pamela Norman
63 8 12	Angel Peterson
45 7 16	Alycia Browne
14 9 11	Ernest Tackett
75 4 26	Dani Baker
21 4 23	Catherine Butler
50 2 23	Maria Diaz
17 0 6	Salvador Gonzales
46 7 17	Timmy Lopez
74 0 10	Lillian Harrington
50 6 1	Gerard Fleming
14 7 2	Marshall Barnes
36 8 20	Elijah King
24 8 5	Terry Gracia
67 2 3	Jean Horan
31 1 24	Marjorie Lanham
35 7 24	Gerard Henderson
90 4 1	Inez Stokes
63 6 15	Casey Jackson
81 2 26	Rose Goodrich
21 0 21	Timothy Reddick
54 8 24	Joe Bryant
81 9 18	Terrell Brown
77 10 18	Frankie Reyes
61 4 18	Jason Simpson
87 4 24	Kevin Thompson
49 5 0	Lillian Brockman
42 5 19	Lonnie White
8 3 16	Michael Reed
48 4 6	Timmy Ruiz
21 2 29	Alycia Yoon
83 8 6	Michael Parker
24 9 14	Marion Harris
47 11 24	Nicholas Flynn
86 6 24	Martin Aaron
74 0 28	Catherine Drake
48 5 26	Mary Whitworth
26 8 13	Jonathan Moody
81 6 23	Pamela Ramirez
33 11 10	Margaret Miller
18 3 11	Charles Hughes
79 4 4	Marion Baker
24 10 26	Timothy Webb
43 1 6	Jackeline Padilla
36 0 7	Angelika Kelley
21 0 6	Shani Neal
51 8 9	Gary Thompson
10 11 7	Alma McDaniel
41 8 21	Alice Vaughn
75 3 10	Timmy Goodrich
37 5 26	Antoinette Ross
82 9 12	Shanelle Benton
48 3 11	Wade Clark
17 5 0	Sherri Carr
21 8 4	Alan James
11 0 5	Martha Lindsey
71 3 17	Jean Bailey
62 10 27	Herma Nelson
20 2 2	Ernest Benton
23 1 30	Salvador Jenkins
13 8 14	Jane Kelley
80 3 27	Steve Roy
11 10 4	Marjorie Franklin
68 8 25	Germaine Ward
71 7 6	Niki Meyer
40 5 18	Natalie Anderson
34 6 20	Yuonne Gonzalez
20 4 20	Nicolette Flynn
69 4 4	Kim Butler
28 6 12	Anya Lewis
80 0 8	See Evans
54 6 20	Andrew Buchanan
71 11 8	Ashley Perez
77 10 19	Wayne Coleman
33 7 26	Ramiro Hindman
39 3 24	Johnny Sanders
11 4 30	Kenneth Miller
87 4 24	Roger Barlow
68 3 8	Joanne Coleman
88 6 29	Angie Moody
60 6 5	Calvin Patterson
61 6 0	Kim Roy
19 2 18	Timothy Jackson
50 2 15	Melita Hindman
10 11 0	Wilson Browne
18 3 6	Marilyn Fortune
90 6 12	Alycia Butler
71 3 8	Stasia Reddick
77 1 7	Yuonne Harvey
12 0 9	Marie Weaver
15 0 23	Willie Henderson
71 9 23	Denise Pibbles
50 11 21	Levi Payne
21 0 29	Martin Maier
73 7 22	Cynthia Horowitz
46 11 30	Salvador Bailey
23 11 19	Terence Campbell
36 9 10	Natalie Garcia
19 3 11	Howard Griffin
18 5 10	Wade Olvera
27 4 4	Michael Long
90 3 15	Howard Peters
33 3 10	Anthony Harrison
64 2 23	Anna Olvera
84 4 6	Irene Mabry
19 11 25	Shani Maier
43 6 2	Alycia Roy
17 9 5	Nancy Reyes
29 5 23	Niki Lopez
53 1 19	Gary Collins
57 0 6	Marjorie Kelley
87 9 7	Chris Hunt
30 2 10	Angelika Gray
46 2 30	Nicolette Stewart
14 7 0	Gregory Harris
85 4 29	Fred Evans
55 11 15	Rose Lee
58 5 22	Luz Tackett
22 6 8	Bryant Flores
11 2 23	Julie Kelley
21 8 2	Inez Hall
71 5 10	Rufus Williams
57 3 15	Kevin Holland
24 9 6	Carl Roland
27 0 25	Ernest Gonzales
74 5 8	Carley Griffin
32 6 27	Gary Bennett
18 1 14	Jean Alexander
12 0 6	Ella Gracia
47 11 5	Richard James
69 5 2	Ronald Boyle
26 0 26	Aaron Ingram
38 6 10	Martin Faison
67 4 7	Ryan Watson
89 8 28	Karrie Platt
59 2 16	Kenneth Grantham
68 10 8	Maryalice Diaz
89 11 11	Stasia Aguilar
30 3 12	Aida Dennis
55 8 1	Claudine Howard
64 5 1	Maria Flynn
55 10 1	Carl Collins
59 11 16	Felipe Nelson
52 10 9	Martha Evans
59 2 22	Kathy Vargas
49 9 17	Marilyn Browne
41 6 8	Rose Knight
11 4 30	Howard Harris
54 9 28	Ernest Wright
46 4 26	Spencer Ingram
41 5 18	Diana Boyle
43 4 25	Herma Simmons
20 8 7	Val Seymore
60 3 1	Timothy Knight
40 9 13	Kenneth Jackson
53 5 20	Valerie Reid
37 5 5	Melita Roberts
28 7 3	Devin Barth
49 1 27	Fred Holt
53 4 14	Rachel Martin
28 2 21	Walter Wright
12 9 2	Timmy Russell
10 6 23	Andrea Smith
74 6 14	Wade Franklin
39 9 5	Aubrey Garcia
79 5 17	Janice Walker
56 0 30	Hsiu Bailey
46 3 23	Bobby Butler
30 7 9	Eugene Patterson
70 11 6	Calvin Marsh
49 1 27	Wade Brooks
27 8 6	Andres Cox
24 9 17	Angel Pulliam
59 4 13	Marjorie Ball
43 6 19	Catherine Grantham
76 4 12	Terence Torres
58 0 20	Barbara Taylor
10 11 9	Felipe Phillips
27 11 26	Martin Bennett
9 5 5	Levi Bell
47 6 18	Nancy Walker
18 11 14	Elijah Graves
45 1 30	Salvador Ross
22 7 6	Sharon Main
58 11 18	Jennifer Stewart
18 11 7	Ella Barnes
47 9 27	Belinda Evans
39 10 28	Terence Barth
54 5 0	Jose Humphrey
9 10 2	Pamala Phillips
36 4 28	Pat Ramirez
59 8 8	Ryan Miller
48 11 17	Inez Harrington
49 8 7	Shanelle King
67 7 21	Patti Benton
45 10 16	Steve Sanchez
77 8 3	Laurence Evans
67 7 7	Josphine Williams
62 11 10	Salvador Hindman
22 8 30	Marilyn Turner
75 0 9	Belinda Hughes
22 1 18	Nancy Scott
72 7 5	Casey Adams
20 1 11	Myron Jenkins
28 3 1	Eugenia Hines
63 10 8	Cecil Ingram
31 9 22	Valerie Bell
37 0 27	Diana Dean
38 2 7	Michael Bell
49 7 14	Kevin Moore
45 0 3	Grace Doyle
44 3 12	Alejandro Aaron
83 1 30	Rebecca Jackson
17 6 19	Jacqueline Price
63 8 4	Ashley Maier
15 6 1	Anthony Gracia
51 0 5	Dorothy Kelley
76 0 6	Sarah Buchanan
10 5 5	Melissa Barnes
47 0 0	Krissy King
86 4 26	Natalie Bass
69 8 16	Hsiu Taylor
73 10 20	Natalie Arevalo
57 7 18	Kevin Flaherty
45 5 5	Katherine Doyle
29 6 18	Brandon Reddick
75 0 2	Anya Lane
80 3 4	Stasia Torres
58 7 1	Eliana Roland
85 11 29	Jean Humphrey
63 6 7	Rose Hale
48 10 27	Levi Buchanan
51 7 23	Barbara Hollins
71 8 3	George Seymore
11 10 17	Alice Moody
43 10 7	Claudine Rogers
29 4 8	Kevin Evans
42 9 16	Natalie Baldwin
85 6 5	See Reyes
87 3 21	Earnest Cooper
62 6 7	Jenifer Shuman
26 0 3	Lindsay Wood
86 2 11	Yuonne Taylor
89 0 27	Vera Thomas
61 5 7	Mary Harrison
47 4 5	Adam Huddleston
55 1 0	Lynn Cooper
60 9 19	Collen Baldwin
18 5 13	Dani Platt
66 6 13	Ernest Vargas
50 1 13	Myron Reddick
48 1 19	Randee Thompson
36 8 6	Treva Barlow
90 9 0	Samual Collins
62 10 18	Jackeline Yoon
59 9 4	Joshua Lamb
58 7 1	Cheryl Arevalo
85 10 8	Marie Hampton
37 5 19	Eugene Yoon
35 2 29	Judith Lindsey
13 5 12	Jeremy Smith
55 4 7	Kim Barrett
33 6 0	Ramiro Bailey
12 3 13	Angie Baker
39 8 6	Patricia Shuman
68 5 14	Charles Arevalo
65 10 3	Joshua Thomas
47 2 2	Wayne Hutchings
57 4 20	Julie Carter
86 1 25	Marjorie Price
20 2 15	Wayne Adams
37 11 7	Rufus Casey
89 7 2	Jacqulyn Hall
89 10 15	Pat Collins
44 6 25	Susan Perkins
30 9 24	Stephenie Lewis
26 5 11	Rufus Hughes
14 6 20	Cynthia Franklin
80 10 4	Lillian Scott
55 3 20	Angel Knight
26 3 30	Steve Jones
13 8 15	Ernest Henderson
31 6 20	Terry Pulliam
11 4 1	Jenifer Martin
71 3 18	Jackie Hernandez
30 7 28	Dani Hernandez
82 1 9	Denise Williams
12 9 1	Natasha Turner
58 9 2	Jackeline Alvarado
68 4 19	Donald Reeves
20 6 21	Janet Bailey
77 9 12	Marilyn Fenton
88 3 13	Wilmer Vargas
67 11 22	Stasia Faison
25 2 15	Chris Simpson
32 0 6	Christopher Clark
45 11 27	Zachary Bailey
75 6 29	Claudine Coleman
73 5 6	Brandon Perez
38 7 10	Jonathan Rodriguez
8 7 24	Denise Meyer
50 5 15	Dwayne Diaz
9 11 19	Martin Scott
46 4 21	Sharon Walker
49 7 15	Janet Campbell
85 7 21	Martin Shuman
78 8 8	Sherri Phillips
64 9 23	Kenneth Barnes
21 6 18	See Brown
19 3 6	Wanda Sterling
58 10 25	Brandon Holloway
48 11 9	Jean Mitchell
42 10 22	Vera Bryant
62 2 16	Alan Wood
43 1 12	Doris Goodrich
82 10 15	Kelly Baker
65 5 9	Christine Horowitz
49 3 18	Khadijah Wilson
66 5 13	Laurence Smith
60 1 15	Steve Davis
72 1 4	Anthony Morris
51 7 15	Rufus Marsh
44 0 2	Sarah Miller
45 11 8	Robin Thompson
26 5 16	Clarence Neal
26 5 5	Val Garcia
70 1 4	Eugenia Turner
67 8 27	Timothy Bowling
74 1 29	Eugene Perkins
67 4 15	Gregory Platt
44 3 24	Laura Simmons
40 8 20	Gerard Hunt
76 8 14	Melita Boyle
17 7 20	Timothy Reeves
86 7 14	Adam Washington
74 10 6	Lonnie Phillips
84 9 1	Candelaria Peters
89 6 5	Valerie Turner
67 1 15	Judith Sherman
28 0 23	Gary Cox
32 7 7	Devin Flynn
75 4 4	Kimberly Bryant
32 2 21	Raymond Evans
15 3 4	Andre Coleman
40 0 16	Julie Browne
32 6 18	Lynn Gray
56 2 7	Calvin Griffin
18 5 16	Erica Henderson
48 1 14	Martin Carter
50 9 6	Earl Campbell
68 6 20	Rafael Pulliam
71 3 14	Ashley Ross
55 5 8	Jeremy Gonzalez
49 6 3	Inez Freeman
42 1 18	Patricia Barnes
65 1 25	Delaine Norman
74 10 17	Kathleen Smith
53 2 24	Dexter Paul
34 5 20	Annie Hampton
36 8 3	Max Sterling
18 4 15	Cecil Baumann
28 4 15	Andrea Baker
34 3 19	Marilyn Seymore
15 4 22	Irene Neal
82 0 4	Jennifer Wright
34 8 30	Annie Archer
67 6 23	Janet Moore
89 1 22	Alycia Washington
55 8 14	Frankie Torres
42 10 3	Frankie Hughes
14 8 8	Eugene Webb
10 0 18	Jack Duong
90 6 13	Andres Butler
30 0 19	Sharon Hampton
16 7 7	Ramiro Clark
72 8 5	Sophia Buchanan
89 9 21	Rosie Foster
37 6 30	Norman Baldwin
18 10 9	Terry Butler
68 10 6	Tammy Vega
59 9 1	Chris Wilson
32 1 25	Wayne Adams
45 2 21	Jean Reddick
81 5 4	Diana Neal
21 4 5	Sarah Johnson
38 3 17	Timothy Fortune
29 10 6	Katherine Fenton
53 5 1	Nancy Yoon
39 5 15	Marion Mitchell
77 0 16	Roy Hindman
56 6 3	Claudine White
54 0 11	George Nelson
72 10 15	Krissy Gonzalez
67 0 20	Antoinette Horan
59 11 27	Aida Neal
52 6 26	Jorge Nunez
19 7 17	Spencer Murphy
48 3 4	Dennis Willis
30 9 17	Eloise Copeland
16 7 12	Myron Brockman
41 8 3	Willie Lindsey
21 2 12	Karrie Lindsey
51 8 1	Marilyn Hunt
31 2 29	Maddie Davis
11 8 28	Earnest Harris
13 0 27	Marshall Gonzales
16 3 7	Claudine Cox
87 7 21	Wanda Lane
15 2 10	Dani Barnes
80 10 17	Gordon Peterson
9 9 3	Janice Edwards
24 10 4	Jennifer Marsh
49 4 2	Maddie Huddleston
46 9 16	Shanelle King
22 6 20	Norman Cook
90 2 18	Jane Brown
53 11 8	Eugene Young
49 3 0	Ernest Boyle
63 9 16	Teresa Hardy
12 9 26	Robin Rogers
71 3 12	Kevin Flynn
75 5 27	Aubrey Drake
54 6 10	Karrie Patterson
72 5 21	Stasia Mitchell
15 4 8	Hugh Baldwin
69 4 15	Patti Copeland
39 6 26	Ernest King
46 1 16	Michelle Ingram
76 9 19	Wilson Wilkins
74 3 6	Ernest Roberts
36 3 21	Terry Grantham
31 4 27	Angelika Horan
68 4 19	Dani Tate
82 11 25	Candelaria Moody
82 3 16	Alejandro Whitworth
19 7 23	Lindsey Simmons
29 7 30	Earl Stokes
25 9 9	Martin Seymore
80 9 21	Susan Archer
58 0 6	Luz Moran
44 1 26	Clarence Lamb
26 10 12	Elijah Bryant
55 9 5	Collen Webb
32 9 18	Dennis Henderson
9 2 18	Sherri Payne
13 11 23	Max Sherman
51 0 7	Dwayne George
59 10 1	Elvina Bennett
38 7 18	Joe Webb
49 9 16	Anya Garcia
69 3 13	Rosie Ramirez
44 6 5	Grace Barth
25 11 13	Nicholas Harris
78 9 27	Benjamin Murphy
72 5 28	Salvador Archer
76 1 10	Lillian Moran
18 1 26	Denise Yoon
73 11 28	Stasia Lane
64 3 8	Betty Benton
22 2 13	Ryan Parker
57 11 18	Candelaria Dennis
77 1 8	Rafael Brown
15 11 16	Rose Sanders
33 7 29	Susan Kelley
66 11 0	Collen Simmons
24 8 24	Annie Hardy
38 8 30	Lindsey Vargas
20 4 19	Janet Copeland
24 7 26	Gerard Watson
47 9 29	Lonnie Baldwin
46 5 17	Rosie Ruiz
66 1 9	Myron Platt
40 11 19	Wilson Morgan
56 8 27	Spencer King
35 4 6	Dawne Walker
71 8 14	Ramiro Goodrich
36 2 26	Rachel Butler
73 8 2	Wilmer Morris
74 3 8	Lonnie Green
59 8 18	Pamala Tackett
60 0 18	Rufus Aaron
84 6 28	Michael Diaz
73 6 30	Eugenia Hutchings
74 11 22	Felipe Young
25 2 27	Andrea Main
48 6 1	Brian Shuman
51 11 29	Candelaria Wagner
80 11 7	Jane George
83 6 20	Barbara Hampton
26 11 16	Ronald Dean
30 5 1	Margaret Phillips
41 10 12	Alma Russell
52 2 16	Maria Olvera
8 10 13	Howard Mitchell
18 1 24	Kimberly Wood
62 2 9	Angelika Webb
78 4 29	Willie Ball
37 1 5	Anna Butler
82 10 13	Salvador Hutchings
23 3 28	Wade Sherman
90 11 17	Gerard Sanders
59 3 30	Donald Townsend
26 4 1	Doris Porterfield
57 0 9	Heidi Ball
78 11 2	Alan White
77 4 30	Alejandro Archer
15 10 16	Martin Carter
80 11 28	Oretha Barber
71 5 13	Brian Campbell
74 3 8	Doris Morris
73 9 29	Felipe James
13 11 4	Dwayne Taylor
78 3 27	Walter White
61 3 23	Jack Watson
64 1 26	Belinda Cooper
72 10 16	Nancy Lee
19 4 12	See Holt
41 10 8	Robin Morris
30 1 5	Laura Flaherty
13 1 8	Maryalice Hudson
79 6 24	Susan Vaughn
79 10 17	Kathleen Reddick
77 9 14	Carley Huddleston
74 6 0	Laura Tiller
60 10 4	Niki Flowers
82 9 9	Ella Faison
73 8 5	Brandon Flynn
40 5 27	Jenifer Allen
46 3 16	Andrew Sterling
73 8 1	Spencer Padilla
87 5 25	Wayne Ingram
65 9 24	Anthony Fenton
43 10 4	Maddie Hall
80 7 29	Lindsey Bowen
47 5 0	Devin Hines
84 0 5	Val Richardson
51 2 17	Kathleen Mabry
24 3 26	Kathy Barber
38 7 1	Roger Jones
59 6 15	Jane Williams
27 0 29	Jose Jenkins
34 2 14	Kim Cox
77 4 3	Edward Gonzales
87 6 6	Nicholas Rogers
68 2 22	Rafael Parker
80 10 10	Shrimply Jackson
14 1 27	Zachary Horowitz
51 8 29	Andre Reed
79 7 26	Lindsay Roland
45 3 18	Hugh Collins
72 4 17	Timmy Butler
64 6 25	Gregory Platt
53 1 19	Pamala Benton
72 7 9	Kathy Taylor
58 2 27	Melissa Huddleston
60 2 4	Shrimply Wood
69 7 23	Michelle Bowen
47 5 19	Tammy Hall
48 4 22	Nicolette Brockman
70 5 0	Katherine Whitworth
56 3 1	Kevin Goodrich
49 3 8	Oretha Graves
41 4 30	Dwayne Garcia
68 2 28	Sarah Morgan
40 0 0	Christopher Holloway
88 8 27	Jennifer Knight
77 1 20	Marion Anderson
89 2 29	Betty Lee
50 10 10	Norman Fleming
8 7 11	Kevin Reid
61 0 20	Annie Aaron
57 1 14	Kasie Rhodes
46 10 28	Jackie Moran
52 6 9	Tracy Flowers
44 4 27	Marion Sanchez
18 8 8	Eileen Ingram
90 9 8	Pamela Payne
82 8 12	Roy McDaniel
29 7 0	Estelle Richardson
82 8 24	Lillian Fenton
49 7 2	Marjorie Carr
23 9 6	Lonnie Evans
27 3 0	Wanda Dean
61 0 2	George McDonald
40 10 26	Diane Bailey
90 3 0	Kevin Reddick
73 7 28	Nicholas Hollins
8 10 16	Clark Butler
86 10 28	Ella Main
47 6 15	Oretha Bryant
65 8 13	Marie Lanham
34 3 26	Joanne Bass
19 10 16	Eileen Russell
11 7 5	Clayton Sanchez
24 4 13	Marie Franklin
15 10 12	Shani Yoon
48 10 0	Julie Evans
23 9 6	Natalie Robinson
62 0 23	Kasie Faison
56 8 18	Candelaria Washington
89 4 24	Maryalice Flowers
64 10 25	Nicholas Russell
80 2 23	Kathleen Banks
57 9 13	Jennifer Miller
89 4 20	Catherine Blanton
19 11 9	Natasha Archer
12 6 20	Rose Horowitz
68 1 2	Cynthia Sullivan
40 0 20	Rachel Aguilar
13 5 20	Ella Townsend
11 4 8	Melissa Platt
36 6 5	Ella Sullivan
38 11 16	Angie Hall
43 5 22	Ella Barlow
17 8 16	Kathy Campbell
90 1 28	Rosie Kelly
42 10 23	Jackie Howard
63 2 22	Joe Harris
61 0 6	Melita Reid
70 9 7	Diane Peters
40 11 7	Dawne Seymore
53 8 21	See Mitchell
12 11 19	Luz Simpson
89 2 0	Roy Griffin
65 7 14	Anya Gonzales
56 4 21	Adam Jackson
25 2 15	Clarence Lamb
40 3 23	Oretha Parker
65 6 23	Wilson Sullivan
89 1 7	Niki Norman
37 8 27	Jack White
35 8 26	Treva Wright
63 8 16	Howard Hardy
70 11 16	Kim Padilla
66 3 25	Khadijah Perez
8 5 3	Marion Adams
67 1 28	Pamela Kelly
39 2 13	Alycia McDonald
64 1 11	Lindsey Gonzalez
59 1 9	Brandon King
31 3 0	Jonathan Holt
10 9 21	Willie Patterson
53 11 20	Yuonne McDonald
83 0 1	Dexter Bryant
88 0 12	Kimberly Grantham
51 1 2	Roger Patterson
85 10 26	Julie Jones
85 3 8	Clark Wright
71 0 6	Rose Caraballo
50 7 18	Jenifer Rodriguez
77 11 23	Elijah George
44 10 1	Vera Green
36 9 6	Howard Wagner
36 6 10	Mary Diaz
14 10 22	Cheryl Knight
47 7 26	Myron Mabry
61 0 5	Mildred Neal
48 1 14	Josphine Barlow
12 5 26	Jack Russell
88 10 16	Gregory Seymore
14 1 22	Andrew Fleming
70 7 27	Heidi Maldonado
37 5 7	Catherine Patterson
83 2 22	Laura Adams
35 9 14	Barbara Martinez
19 10 11	Natasha Weaver
44 3 2	Darrin Perez
84 2 5	Wayne Willis
24 0 10	Yuonne Hernandez
82 8 13	Ernest Taylor
32 10 0	Dawne Bennett
57 0 27	Deborah Thompson
37 1 11	Joe Baumann
90 0 6	Anthony Alexander
65 11 5	Marshall Maldonado
61 1 14	Steve Baumann
75 7 17	Luz Neal
88 5 28	Anya Hughes
44 2 21	Alice Alvarado
67 0 13	Kasie Boyle
31 3 18	Tammy Foster
37 4 28	Fred Maier
39 7 2	Catherine Reed
80 6 23	Brandon Casey
86 1 16	Charles Cox
34 10 10	Wayne Harris
58 5 15	Roger Collins
78 6 1	Martha McDonald
37 10 4	Martin Roberts
47 11 17	Doris Rogers
87 6 12	Yuonne Phillips
66 5 7	Laura Griffin
13 11 22	Kenneth Diaz
14 2 16	Gordon Benton
68 5 26	Raymond Taylor
20 6 15	Eloise Flaherty
21 3 13	Kevin Blanton
9 9 2	Zachary Horowitz
89 9 4	Amanda Gray
37 2 29	Jennifer Ward
76 0 11	Lila Harvey
11 10 27	See Graves
35 5 29	Felipe Turner
16 10 20	Jackie Freeman
17 7 2	Edward Cook
16 3 24	Alma Horowitz
55 2 13	Gregory Maier
14 5 15	Bryant Willis
71 5 2	Jorge Martinez
66 7 18	Charles Scott
40 9 14	Lillian Main
18 7 9	Ramiro Bryant
36 4 21	Alma Reyes
28 9 18	Niki Walker
40 10 27	Natasha Coleman
36 6 17	Joe Neal
68 4 18	Rufus Blanton
71 4 23	Ken Pibbles
45 1 3	Randee Butler
72 2 15	Annie Hollins
40 4 21	Calvin Fortune
69 3 3	Glennis Walker
59 5 22	Helen Russell
86 1 19	Joanne Dennis
65 6 15	Brandon Cook
85 3 14	Vera Benton
47 5 6	Erica Copeland
50 10 10	Wade Porterfield
10 3 4	Maryalice Buchanan
63 5 15	Sarah Evans
75 5 4	Timothy Wilson
62 2 15	Ella Garcia
71 0 15	Marilyn Norman
32 8 25	Brandon Aaron
13 7 5	Martha Fortune
89 10 30	Betty Hindman
56 5 2	Betty Dean
9 3 3	Jennifer Franklin
70 11 30	Eliana Henderson
12 9 29	Carl Barrett
58 2 8	Nancy Bryant
32 6 4	Katherine Cox
76 6 2	Anya Hughes
20 11 24	Chris Orosco
35 2 3	Heidi Anderson
26 2 5	Gary Maldonado
14 2 4	Salvador Whitworth
50 4 25	Kim Russell
48 4 18	Terrell Carter
87 3 3	Nicholas Orosco
75 8 27	Hsiu Henderson
82 10 9	Terence Caraballo
43 6 9	Alice Davis
69 6 3	Nicolette Campbell
80 3 18	Pamela Price
28 5 22	Nancy Fenton
27 5 10	Melita Simpson
8 9 11	Ramiro Steadman
27 6 14	Alice Coleman
84 8 26	Delaine Jones
41 3 23	Zada Wood
45 11 11	Elijah Mitchell
58 3 10	Pat Campbell
45 9 5	Natasha Norman
82 0 5	Julie Gonzales
26 3 17	Chris Holt
36 2 6	Stephenie Diaz
63 8 26	Karrie Lopez
20 9 26	Patti Nelson
78 6 25	Santiago Fortune
29 1 2	Herma Paul
86 0 9	Clarence Yoon
71 9 6	Natasha Ruiz
81 11 5	Kimberly Shuman
52 8 29	Rose Long
37 0 23	Nancy Reddick
16 6 15	Adam Holt
87 2 25	Dorothy Jenkins
50 3 9	Jennifer Reeves
46 1 1	Katherine Coleman
28 2 16	Herma Jackson
46 10 25	Nicholas Carter
22 4 16	Rufus Steadman
86 8 15	Adam Ward
62 2 4	Anya Hudson
13 4 19	Sherri Carvalho
80 8 2	Terry Wilson
77 11 23	Nancy Evans
42 7 9	Wayne Kelly
