10607
87 7 26	See Hines
22 9 12	Bobby Flowers
56 1 21	David Mitchell
34 10 16	Nicholas Mabry
40 8 14	Gary Morris
24 11 2	Brandon Steadman
55 7 4	Judith Cooper
54 10 11	Carley Peters
41 6 3	David Weaver
12 0 27	Myron Roy
19 5 10	Willie Dunn
76 2 25	Martha Weaver
28 7 1	Deborah Peters
86 7 19	Rebecca Bell
23 2 27	Denise Thompson
32 1 6	Catherine Coleman
53 8 26	Teresa James
47 2 26	Jane Flores
72 1 26	Terry Walker
44 10 27	Edward Hill
24 4 12	Jason Watson
24 6 22	Khadijah Flowers
37 0 7	Betty Thompson
23 11 12	Jane Torres
38 11 26	Catherine Price
16 5 21	Andrea Long
82 0 24	Roy Nelson
75 6 6	Aubrey Nunez
27 4 4	Amanda Ingram
57 9 21	Jenifer Moran
36 4 19	Jackie Blanton
49 4 24	Maryalice Harris
21 1 29	Laurence Browne
58 2 13	Wayne Campbell
16 6 8	Karen Grantham
37 1 29	Dexter Barlow
12 2 8	Angelika Collins
62 3 10	Martin Benton
22 2 14	Catherine Nelson
13 10 22	Lindsay Hines
30 11 9	Nelson Dunn
45 8 5	Ken Copeland
81 5 14	Anthony Wheeler
68 3 2	Melissa Lee
58 6 8	Rufus Murphy
46 8 14	Jonathan Weaver
26 6 12	Nancy Ross
26 5 16	Vera Henderson
23 11 20	Collen Lewis
49 8 5	Karen Johnson
33 3 7	Wilson Roberts
68 1 17	Nicholas Howard
73 1 20	Martha Brown
57 3 4	Martin Butler
25 11 18	Inez Butler
27 4 26	Michael Olvera
48 10 11	Myron Browne
41 3 26	Ryan Thomas
20 9 28	Lindsay Reid
69 5 28	Mildred McDonald
70 11 3	Lynn Wright
41 0 9	Herma Bennett
10 9 1	Cheryl Gonzalez
90 4 16	Christine Reddick
70 3 30	Jenifer Brown
37 11 4	Roger Butler
85 5 5	Maddie Lamb
39 7 27	Deborah Browne
35 2 5	Walter Phillips
52 1 6	Devin Roland
18 7 7	Natalie Kelley
54 7 8	Patti Russell
15 7 25	Jenifer Peterson
37 10 19	Melissa Brooks
12 5 16	Jackie Hernandez
87 0 15	Diana James
88 10 3	Krissy Gonzales
61 5 24	Eileen Carter
47 0 5	Darrin Wilkins
39 9 0	Jean Flores
35 10 16	Devin Sterling
57 3 8	Martin Moore
60 2 24	Grace Dean
24 1 5	Benjamin Grantham
10 6 30	Steve Wilson
15 7 0	George Alvarado
32 9 18	David Holloway
16 5 27	David Weaver
68 9 0	Alycia Flores
56 0 29	Candelaria Moody
55 7 23	Pamela Lee
88 0 24	Janet Jones
63 3 24	Maddie Paul
18 9 16	Janet Barrett
58 11 10	Claudine Long
46 10 6	Richard Hudson
78 11 2	Darrin Lane
18 1 23	Darrin Parker
29 8 10	Katherine Barlow
82 7 27	Teresa Long
12 11 1	Natasha Shuman
9 11 30	Andrew Steadman
16 10 27	Gregory Moody
23 10 19	Katherine Roland
22 5 9	Kenneth Dean
83 5 29	Belinda Wilkins
69 1 27	Zachary Ramirez
35 4 5	Khadijah Hughes
33 10 0	Krissy Hughes
37 10 25	Charles Miller
10 9 2	Grace Caraballo
69 5 8	Anthony Stokes
71 0 17	Marshall Holloway
49 5 5	Michael Scott
60 0 25	Bobby Jackson
71 0 7	Devin Steadman
32 7 13	Brian Russell
67 5 11	Raymond Taylor
86 3 5	Lonnie Barrett
31 9 5	Shani Hall
16 9 6	Jennifer Hughes
67 9 4	Pat Lanham
70 11 30	Bryant Peterson
58 9 18	Wilmer Peterson
15 2 26	Treva Graves
86 1 26	Barbara Gonzales
83 11 0	Lonnie Horan
11 7 19	Cheryl Nelson
32 0 21	Patricia Perry
66 2 4	Lillian Willis
84 8 11	Andrew Vega
57 1 2	Mary Hall
48 5 1	See Sterling
19 10 9	Eloise Barrett
46 8 18	Karen Horowitz
73 0 4	Jacqulyn Rhodes
66 1 2	Jackie Thompson
22 5 21	Raymond Campbell
45 0 25	Fred Cook
39 3 17	Brian Hubbard
34 8 10	Anna Wilson
18 3 23	Bryant Hughes
29 1 5	Amanda Hill
77 6 5	Marie Holt
64 4 22	Joanne Powell
18 7 22	Randee Wagner
39 3 26	Johnny Thomas
59 11 18	Barbara Blanton
27 1 0	Johnathan Martinez
68 3 7	Dexter Hudson
79 5 3	Howard Fenton
63 2 27	Spencer Barrett
46 11 10	Dorothy Copeland
27 5 22	Angelika Flynn
33 3 13	Richard Rivera
79 0 23	Herma Boyle
87 1 6	Jeremy Cox
26 10 12	Jane Price
41 11 18	Anya Maier
90 10 29	Melissa Maier
35 4 27	Jonathan Ward
74 6 19	Jennifer Baker
45 3 23	Rose Hill
81 6 6	Karrie Norman
70 5 20	Jacqulyn Evans
62 7 19	Khadijah Bryant
56 6 11	Jack Yoon
55 10 5	Annie Garcia
74 2 4	Annie Taylor
51 10 8	Jennifer Humphrey
77 1 9	Carley Orosco
23 11 17	Roy Ball
34 2 14	Patti Mccune
49 4 18	Belinda Martinez
67 8 13	Dawne Boyle
61 11 18	Natasha Orosco
56 6 22	Eloise Porterfield
37 0 8	Gary Howard
27 8 10	Angel Barlow
80 7 4	Donald Barber
21 10 10	Max Bell
15 10 0	Joanne McDaniel
47 8 26	Martin Banks
32 10 17	Angelika Brockman
81 3 3	Oretha Maier
21 6 24	Angelika Allen
27 10 24	Vera Holt
31 6 3	Vera Tackett
67 6 11	Salvador Payne
55 2 21	Kasie Hernandez
57 4 24	Carl Stewart
15 5 21	Norman Dean
60 2 11	Katherine Perry
52 5 4	Janice Wood
30 6 15	Brandon Wilkins
79 8 13	Lynn Phillips
77 2 28	Andrea Peters
72 0 6	Lucia White
42 4 12	Calvin Baker
66 0 22	Rufus Vargas
64 2 5	Katherine Rogers
84 6 18	Luz Bell
53 5 3	Stephenie Russell
9 7 1	Samual Perry
76 7 17	Margaret Cooper
12 3 28	Antoinette Weaver
26 2 8	Marie Reeves
38 3 25	Teresa Campbell
71 5 10	Marion Harrington
20 10 8	Wilson Gonzalez
61 1 16	Marjorie Lopez
23 11 15	Earl Allen
27 1 14	Nicolette Reed
27 4 26	Ronald Olvera
15 10 8	Karen Freeman
46 1 19	Maria Miller
22 4 30	Clayton Pibbles
90 1 12	Christine Wilkins
11 6 30	Sherri Lamb
46 3 25	Michelle Bryant
69 2 12	Clayton Henderson
50 2 20	Julie Roy
58 7 26	Karrie Franklin
72 11 4	William Peters
29 3 23	Josphine McDonald
16 4 18	Roy Bell
72 3 24	Zachary Boyle
16 6 19	Katherine Bass
37 9 13	Margaret James
37 9 6	Joanne Barber
9 3 5	Luz Hale
59 0 27	Jorge McDaniel
73 10 2	Chris Taylor
82 6 6	Catherine Watson
57 11 11	Kenneth Collins
42 9 20	Michelle Brooks
86 10 22	Oretha Kelly
44 7 14	Wilson Dean
67 6 26	Jennifer Robinson
67 10 7	Heidi Collins
29 11 16	Jose Platt
21 7 14	Germaine Garcia
53 1 27	Rufus Parker
19 6 5	Hsiu Jenkins
79 6 19	Jose Bowling
72 5 17	Casey McDonald
85 0 24	Rose Steadman
38 11 0	Walter King
50 1 25	Jane Jones
31 10 17	Heidi Barlow
35 7 3	Ernest Peters
23 9 3	Dani Coleman
37 6 15	Nancy Seymore
15 7 11	Elvina Powell
42 8 13	Clark Ward
24 0 16	Edward Thomas
75 1 24	Nancy Tate
8 2 26	Kevin Bailey
66 5 26	Doris Townsend
14 4 8	Jacqulyn Aguilar
77 7 9	Terry Hollins
33 11 17	Laura Butler
47 4 5	Angie Perez
17 10 6	David Richardson
76 5 30	Alycia Doyle
9 8 14	Kathleen Hardy
83 5 20	Clarence Buchanan
68 6 30	Martha Hubbard
10 2 17	Charles Blanton
67 4 24	Johnny George
11 9 1	Jeni Evans
8 6 6	Salvador Steadman
71 10 12	Rufus Watson
28 9 18	Dani Butler
63 1 16	Hsiu Archer
27 7 14	Inez Lee
24 10 2	Dani Henderson
90 2 5	Deborah Hardy
32 3 11	Richard Lee
25 9 16	Chris Bryant
62 9 24	Nicolette Reid
47 6 30	Annie Perez
63 6 1	Lila Carter
49 2 28	Roger Webb
88 5 18	Salvador Barth
33 10 17	Hsiu Hines
12 3 0	Barbara Barth
71 2 10	Clayton Porterfield
21 9 0	Ella Wood
75 10 25	Claudine Alexander
60 9 0	Carl Lopez
9 4 13	Anthony Wagner
30 5 6	Helen Bowen
33 8 19	Myron Butler
27 7 9	Eloise Horowitz
51 9 0	Val Gonzalez
43 10 7	Andrea Bowling
87 1 6	Marion Rogers
78 4 5	Dani Archer
89 6 25	Andrew Neal
87 9 5	Joshua Hughes
45 0 27	Carl Flores
26 8 25	Martin Barnes
44 10 9	Earnest Sherman
34 3 29	Levi Scott
57 7 10	Eugene Carter
78 3 9	Walter Dunn
56 4 14	Maria Coleman
30 10 29	Maryalice Wagner
61 3 17	Darrin Webb
64 1 1	Johnathan Flowers
17 5 3	Deborah Medina
43 8 13	Christopher Ramirez
60 11 18	Tracy Hindman
20 11 29	Frankie Phillips
48 0 0	Jeremy Porterfield
27 11 17	Susan Ruiz
75 9 17	Levi Dean
68 4 24	Earl Moore
15 7 3	Steve Lee
68 10 4	Betty Jones
45 1 29	Nancy Lee
9 4 13	Ryan Gray
57 4 12	Timothy Bennett
26 5 5	Deborah Doyle
83 1 0	Andrew Fleming
53 9 15	Marion Hale
18 2 27	Aaron Diaz
44 6 11	Patti Harrison
53 8 25	Roy Vaughn
16 3 5	Hugh Reid
18 11 29	Catherine Edwards
58 8 28	Belinda Long
87 0 30	Nicolette Taylor
78 8 13	Darrin Ramirez
53 4 18	Melita Sullivan
24 7 1	Treva Gray
72 0 30	Jorge Hutchings
25 6 19	Andrew Walker
80 8 20	Dwayne Holloway
56 0 18	Dwayne Seymore
70 9 20	Dexter Henderson
17 3 23	Sophia Diaz
65 10 30	Marjorie Caraballo
78 2 16	Nancy Flaherty
27 8 25	Eugenia Hollins
74 5 9	Johnny Moody
82 9 14	Ramiro Campbell
86 10 24	Herma Thompson
34 5 28	Kelly Barrett
42 7 11	Hugh Perez
10 10 20	Christopher Padilla
24 1 19	Mildred Gonzalez
29 6 12	Doris Jenkins
90 7 9	Nancy Medina
19 9 22	Jacqulyn Diaz
55 4 30	Rafael Hudson
26 9 13	Zada Powell
37 9 18	Jorge Hines
17 7 17	Jackie Peters
58 0 9	Willie Cooper
10 10 16	Alan Caraballo
72 2 23	Eloise Hughes
11 3 17	Bobby Hughes
68 8 24	Tammy Meyer
33 4 9	Janet Jackson
49 7 12	Glennis Olvera
20 3 20	Deborah Griffin
12 1 16	Nicholas Carr
22 11 24	Andre Thompson
72 6 16	Patti Hamilton
63 0 25	Mary Hale
24 8 8	Robin Dean
57 10 27	Rebecca Young
57 6 6	Helen Gonzalez
59 6 23	Janet Carter
19 11 1	Ernest Hunt
57 4 2	Barbara Kelley
37 8 21	Delaine Hall
44 8 2	Willie Simpson
33 7 9	Martin Griffin
66 8 15	Jeni Webb
48 6 6	Deborah Reed
86 9 12	Walter Martin
64 5 0	Lindsey Horowitz
25 1 19	Kim Gray
88 3 28	Wilmer Mitchell
44 6 22	Kevin Thomas
63 7 17	Johnathan Flynn
22 0 9	Rosie Stewart
58 0 2	Lindsay Griffin
72 9 15	Jane Bailey
28 5 18	Wayne Platt
70 9 12	Maria Barber
51 8 9	Anthony Hampton
56 1 8	Donald Evans
21 10 5	Estelle Sanders
84 7 24	Jason Platt
56 0 2	Lonnie Flaherty
63 0 19	Germaine Barth
31 3 10	Carl Roland
67 0 25	Shani Aguilar
57 10 6	Stasia Blanton
77 4 27	Alycia Holland
27 1 1	Eliana Barnes
78 0 6	Zachary Harrison
57 6 15	Salvador Morgan
61 6 4	Nelson Bailey
59 7 5	Clarence Diaz
90 6 20	Wayne Horan
32 10 27	William Reed
51 2 29	Lindsey Stewart
50 1 27	Bobby Cooper
32 5 26	Michael Collins
21 5 10	Willie Arevalo
30 3 12	Raymond Campbell
83 10 21	Raymond Flores
77 8 13	Michelle Hines
8 10 3	Rebecca Evans
49 8 19	Spencer Holt
79 8 17	Randee Barnes
73 5 9	Helen Ward
30 3 8	Nancy Marsh
69 11 15	Nelson Moody
20 7 13	Zada King
11 2 27	Anya Aguilar
73 1 21	Josphine Hindman
57 3 0	Alejandro Steadman
56 2 30	Joe Hunt
22 3 13	Andrea Hamilton
11 5 13	Bryant Fleming
43 7 15	Calvin Butler
22 5 4	Marshall Sanchez
74 10 27	Erica Roland
55 5 27	Kathy Ross
22 0 12	Oretha Bailey
74 0 12	Wilmer Bass
49 4 26	Laurence Hill
49 1 19	Janet Hollins
16 8 17	Dennis Collins
19 7 21	Nancy Ingram
15 10 0	Natalie Rivera
34 8 9	Lindsey Wilkins
80 6 7	Johnathan Holland
28 9 27	Jose Taylor
70 6 11	Josphine Price
25 1 25	Brian Cooper
89 7 17	Martin Mccune
41 1 20	Zada Faison
13 7 24	Ramiro Doyle
76 3 16	Janet Gonzalez
28 0 12	Joanne Gray
82 5 26	Kelly Norman
10 11 8	Oretha Vaughn
45 0 0	Ryan Lopez
37 9 11	Marjorie Coleman
34 10 23	Walter Reid
29 9 9	Amanda Jones
87 9 1	Richard Hindman
75 3 27	Marie Vargas
40 8 28	Jorge Vega
87 9 4	Nicholas James
45 6 3	Nancy Aaron
71 3 0	Joanne Bass
80 7 24	Josphine Steadman
26 2 10	Dexter Foster
49 0 17	Glennis Russell
14 3 26	Wayne Kelly
88 10 8	Hsiu Hunt
27 7 14	Lynn Garcia
15 3 17	Sophia Blanton
90 4 8	Levi Reyes
74 8 21	Maria Olvera
80 8 0	Maddie Jackson
73 0 11	Clarence Bowling
54 10 18	Earnest Aaron
83 4 11	Gordon Horowitz
50 2 25	Dwayne Bowling
21 11 4	Rafael Horowitz
10 1 26	Jacqulyn Franklin
48 4 12	Timmy Lanham
24 11 19	Angelika Howard
26 9 14	Willie Hughes
9 3 29	Denise Wright
59 9 14	Helen Vaughn
72 11 13	Ernest Rivera
66 8 2	Maryalice Carr
68 2 26	Robin Webb
77 1 23	Treva Browne
15 6 29	Lila Wright
19 3 17	Andrew Steadman
49 10 8	Susan Turner
44 10 4	Stephenie Tackett
48 5 10	Jane James
35 10 29	Levi Butler
65 10 10	Terrell Baker
47 11 2	Herma Webb
43 9 27	Dawne Walker
50 2 1	Brandon Olvera
64 1 8	Lindsey Jackson
40 8 6	Robin Hubbard
80 6 12	Jenifer Thompson
19 1 6	Rebecca Bailey
54 7 0	Max Scott
38 10 30	Janice Tackett
41 9 21	Delaine Foster
65 1 5	Luz Anderson
28 2 28	Michael Thomas
77 3 12	Alice George
87 6 6	Timothy Wright
29 6 16	Wanda Griffin
41 11 12	Marion Horan
47 1 12	Kasie Horowitz
62 0 26	Mary Bennett
78 1 10	Maddie Simpson
78 9 13	Kim Martin
75 11 17	Katherine Evans
45 5 9	Wade Young
86 8 5	Cynthia Hutchings
55 4 4	Ryan Hudson
13 6 16	Annie Moore
29 5 23	Patti Roy
86 0 29	Jennifer Bailey
78 6 17	Kelly Ross
15 7 4	Rafael Horowitz
64 6 25	Doris Bennett
35 11 18	Maryalice Holt
26 1 12	Alma Drake
14 9 24	Martin Wright
51 3 29	Christopher Holland
18 0 14	Helen Flynn
24 11 7	Benjamin McDaniel
84 5 5	Cecil Scott
69 10 19	Gregory Carvalho
43 11 9	Shani Fenton
58 2 24	Julie Barth
26 3 21	Santiago Butler
40 3 25	Zada Horowitz
75 0 1	David Nunez
66 9 23	Lynn Thomas
61 2 17	Dorothy Watson
87 4 19	Germaine Mccune
29 5 10	Jonathan Nelson
25 2 23	Clark Horan
56 7 16	Lynn Harris
60 9 0	Adam Harris
83 3 26	Shanelle Roberts
80 10 20	Timmy Copeland
74 6 22	Dani Gonzales
9 6 16	Helen Wagner
16 1 1	Wade Harvey
65 6 2	Marshall Turner
81 3 22	Val Simpson
48 11 27	Elijah Sanchez
52 10 22	Andrew Coleman
71 10 2	Denise Hunt
52 7 22	Deborah Copeland
79 2 16	Lillian Holloway
42 7 0	Zachary Howard
67 6 24	Arthur Reddick
50 3 4	Terrell Alexander
8 9 11	Steve Lee
16 5 8	Casey Hill
35 7 19	Marion Thompson
11 10 28	Cecil Collins
24 6 30	Pamala Bailey
67 3 12	Deborah Ramirez
57 0 14	Marion Peterson
81 7 11	Andres Hale
82 10 30	Khadijah Hill
11 11 19	Denise Allen
68 5 15	Betty Lanham
62 8 16	Clarence Carr
83 1 16	Steve Hill
79 2 12	Mary Stewart
35 11 22	Ramiro Vaughn
64 0 2	Kim Boyle
48 8 3	Rachel Smith
65 7 9	Jonathan Harrington
49 2 16	Dennis Seymore
26 10 4	Patti Huddleston
47 2 7	Rachel Hale
70 1 25	Robin Hardy
71 6 6	Kathy Butler
30 9 3	Patti Baker
88 3 8	Brian Maldonado
59 0 18	Carley Clark
11 9 22	Carley Martin
90 7 24	Martin Holland
66 3 12	Wayne Cooper
22 10 1	Maryalice Hughes
77 0 28	Nancy Vega
85 8 18	Brandon Payne
59 5 8	Johnathan Marsh
18 5 12	Rose Walker
37 6 12	Joanne Fortune
26 0 12	Angel Stewart
11 8 20	Brandon Gonzalez
25 2 16	Andrew Moody
54 5 7	Nicolette Simmons
42 7 14	Margaret Payne
86 10 0	Germaine Freeman
51 5 0	Cecil Tate
51 1 1	Jane Davis
46 4 20	Bryant Wright
16 9 23	Deborah Alexander
16 9 15	Laura Hines
32 11 7	Michelle Bryant
42 8 10	Fred Lee
74 3 4	George Barrett
29 0 12	Anya Franklin
52 1 17	Niki Russell
47 3 16	Marion Lane
31 1 8	Michael Washington
49 1 29	Nelson Hutchings
53 5 11	Nelson Robinson
43 7 13	Patti Robinson
65 5 28	Clark Robinson
40 5 8	Robin Russell
39 6 27	Melissa Vargas
31 2 15	Salvador Vargas
85 6 29	Elvina Barnes
84 5 16	Earl Arevalo
86 7 13	Max Henderson
74 2 19	Jeni Humphrey
79 1 11	Rachel Bowen
80 9 21	Terrell Harris
81 10 22	Kenneth Lewis
29 5 25	Belinda Sullivan
37 0 2	Aaron Green
25 7 26	William Patterson
33 6 15	Norman Watson
28 7 24	See Harrison
88 9 3	Collen Price
14 0 28	Eliana Goodrich
62 1 7	Nicholas Young
16 9 0	Levi Kelley
34 2 13	Casey Hall
56 5 10	Darrin Roberts
18 1 21	Santiago James
10 9 15	Josphine Reddick
72 4 10	Jonathan Ball
88 7 26	Maria Morris
76 2 2	Edward Maier
25 9 24	Clarence Allen
55 5 0	Anya Sullivan
46 3 3	Marjorie Bowling
33 3 4	Roy Harvey
25 10 26	Sherri Harris
68 6 10	Marilyn Vargas
39 0 26	Gary Campbell
38 10 15	Kim Patterson
48 11 5	Jack Garcia
17 6 27	Terrell Mitchell
72 3 6	Marilyn Bailey
53 10 21	Gerard Hampton
75 11 7	Dennis Watson
28 2 3	Timmy James
48 7 26	Norman Brooks
24 4 8	Anna Murphy
58 2 14	Cheryl Graves
26 5 6	Zachary Wood
10 0 23	Teresa Townsend
36 1 15	Fred Parker
72 6 7	Treva Watson
55 8 20	Ernest Ball
46 1 3	Dexter Flores
35 4 13	See Phillips
52 1 16	Lillian Wood
39 8 25	Santiago Meyer
73 1 21	Martha Brooks
12 4 0	Lindsey Bennett
75 10 14	Ronald Barrett
40 4 11	Marion Lindsey
61 5 7	Jacqueline Simpson
55 6 22	Samual Humphrey
54 8 10	Karrie Bailey
47 5 30	Kevin Dennis
17 8 25	Adam Vargas
73 0 19	Maryalice Lee
22 0 11	Eileen Payne
51 7 30	Dawne Paul
81 6 5	Jean Ward
15 11 28	Patricia Nunez
40 8 3	Joe Whitworth
31 5 25	Ramiro Faison
46 0 28	Cynthia Jackson
70 7 11	Jonathan Turner
78 9 3	Tracy Duong
32 0 17	Patti Peters
51 11 29	Margaret Watson
14 6 4	Heidi Flowers
29 11 27	Germaine Ruiz
31 4 27	Alycia Aaron
39 8 16	Kelly Hudson
66 8 24	Dennis Reeves
70 8 3	Arthur Green
56 6 7	Claudine Orosco
50 0 25	Karrie Wood
44 2 30	Aida Reed
80 9 17	Michael Horowitz
62 7 16	Jennifer Sanders
40 3 19	Alejandro Reid
12 10 27	Teresa Taylor
16 1 9	Cecil Holloway
8 0 17	George Reyes
56 10 1	Inez Copeland
37 3 4	Yuonne Yoon
50 5 30	Jean Simmons
89 0 25	Clarence Barth
74 5 0	Maddie Payne
35 3 10	Gerard Arevalo
28 3 15	Ramiro Medina
49 11 5	Robin Moore
81 8 25	Luz Moran
38 0 7	Spencer Johnson
48 1 27	Herma Hunt
68 0 12	Angie Harrington
36 10 7	Khadijah Freeman
75 7 29	Marjorie Taylor
80 2 15	Gordon Nunez
19 11 6	Eileen Morgan
88 11 2	Sherri Williams
74 10 6	Ronald Flynn
75 4 9	Clayton Hughes
63 3 18	Judith Huddleston
62 6 13	Mildred Bailey
62 0 0	Aubrey Thompson
59 6 22	Jenifer Flores
74 0 1	Angelika Lewis
20 5 29	Lindsey Medina
65 4 2	David Huddleston
60 10 22	Valerie Vargas
12 7 16	Alycia Hampton
20 3 1	Felipe Lanham
73 4 30	Andrew Walters
19 9 29	Cecil Roy
81 10 3	Rosie Archer
40 9 29	Rose Stokes
33 11 1	Laurence Weaver
69 6 13	Anna Whitworth
32 5 26	Clarence Butler
32 10 8	Kevin Dennis
52 7 8	Treva Lee
57 7 7	Heidi Perry
51 1 3	Claudine Brown
68 4 27	Erica Alexander
89 7 3	Irene Harrington
88 8 13	Kenneth Rivera
34 2 25	Kevin Main
83 8 25	Richard Yoon
45 8 10	Dorothy Hampton
90 10 13	Lonnie Harris
89 6 13	Estelle Sterling
42 2 3	Earnest Dunn
39 2 18	Christine White
48 3 22	Betty Gracia
80 0 0	Kevin Miller
11 1 10	Michelle Faison
14 3 3	Howard Townsend
33 1 14	Teresa Hernandez
70 11 2	Jason Moody
58 1 27	Susan Rivera
37 8 14	Gerard Flores
46 9 15	Joe Hampton
37 4 11	Patti Maldonado
76 11 7	Kevin Banks
75 1 18	Lindsay Wright
14 0 25	Lillian Webb
39 9 26	Nancy Humphrey
31 6 27	Mary Huddleston
72 11 21	Jacqulyn Wagner
56 1 16	Doris Coleman
62 9 24	Ken Long
51 3 8	Natasha Kelly
41 6 6	Eloise Reid
16 11 7	Edward Mabry
23 3 28	Santiago Butler
46 6 7	Andres Perkins
61 8 9	Jane Vega
29 9 10	Norman Lamb
18 6 2	Nicolette Long
16 5 7	Kathy Ross
43 10 30	Nicholas Patterson
26 5 12	William Perkins
87 10 16	Hsiu Stewart
66 4 5	Catherine Lopez
32 11 4	Steve Cox
40 2 22	Dawne Bennett
38 3 9	Wayne Weaver
14 7 8	George Jones
33 8 16	Lillian Morgan
56 7 1	Martha Green
52 3 23	Belinda King
23 5 20	Patricia Carr
80 11 24	Clark Hill
15 4 26	Ramiro Walker
42 6 27	Shani McDaniel
51 11 8	Teresa Moore
8 6 27	Ernest Stokes
33 10 22	Martin McDonald
17 5 14	Jorge Walker
40 10 14	Niki Phillips
51 5 25	Alejandro Casey
73 7 4	Ashley Harrington
66 11 14	Levi Fortune
83 3 8	Brandon Moody
22 6 2	Gregory Flores
83 0 13	Anya Perkins
68 0 18	Brandon Sherman
68 6 23	Jorge Vargas
34 7 30	Katherine Cox
51 0 10	Belinda Moody
69 2 17	Timmy Barth
61 3 17	Nicholas Price
24 3 27	Jonathan Olvera
16 10 13	Sarah Gonzalez
69 3 1	Lonnie Dennis
85 0 16	Mary Roland
38 3 0	Candelaria Jenkins
29 7 14	Lucia Jenkins
66 9 18	Maria Cooper
79 8 27	Helen Sanders
90 10 8	Melita Hughes
49 9 0	Jennifer Evans
23 2 16	Lindsay Foster
88 3 15	Terrell Reed
37 10 2	Dawne Ramirez
15 5 17	Ryan Fleming
89 9 13	Edward Lindsey
66 11 22	Katherine Knight
62 9 26	Dani Sanders
26 9 4	Mary Edwards
14 7 18	Teresa Taylor
28 11 29	William Wilkins
68 9 30	Elvina Butler
44 6 15	Norman Baumann
88 1 28	Gregory Wheeler
52 9 3	Delaine Vaughn
63 8 30	Dawne Hall
69 11 6	Maryalice Cox
89 11 19	Jacqulyn Carvalho
31 1 1	Lucia Moran
28 3 30	Alice Vaughn
82 4 24	Adam Benton
52 6 30	Donald Price
65 10 29	Belinda Lopez
72 9 2	Melita Wilson
71 10 26	Martin Nunez
89 4 26	Dorothy Jenkins
88 9 4	Ramiro Edwards
38 0 5	Ronald Stokes
8 0 20	Judith Maldonado
12 9 18	Hugh Carvalho
45 2 19	Janet Casey
39 9 17	See Vargas
90 0 10	Catherine Lindsey
48 11 15	Santiago Harvey
74 10 19	Vera White
81 7 12	Richard Bailey
11 0 18	Martin Ball
67 10 13	Wilmer Bailey
85 0 10	Wilmer Watson
49 3 29	Jenifer Hampton
79 0 25	Wanda Huddleston
26 1 30	Wilson Pibbles
32 2 23	Cheryl Reed
86 8 27	William Peters
78 6 23	Candelaria Paul
65 3 20	Oretha Platt
89 3 6	Samual Alexander
42 0 5	Johnathan Stokes
27 3 10	Darrin Copeland
48 7 8	Joe Ward
61 6 26	Ella Torres
72 6 22	Helen Norman
87 3 24	Joe Gonzalez
64 8 30	Glennis Young
39 2 27	Andres Gracia
25 0 27	Natalie Humphrey
46 2 25	Alycia Hall
9 5 11	Heidi Cooper
37 6 17	Candelaria Hudson
36 5 16	Marshall Griffin
58 6 9	Timothy Lopez
40 1 22	Jeremy Miller
75 4 1	Kathleen Fenton
22 0 4	Amanda Brooks
65 9 0	Jane Bryant
19 3 9	Ella Brooks
30 5 13	Mildred Buchanan
35 5 20	Kevin Vega
17 3 8	Elvina Henderson
45 5 6	Marshall Holt
10 4 11	Niki Moore
62 6 5	Jane Martin
37 8 3	Jane Gracia
75 1 13	Johnny Benton
76 7 19	Wilson Hernandez
9 5 4	Delaine Bryant
68 0 15	Maddie Olvera
77 4 7	Kevin Moody
54 3 8	Janet Rodriguez
47 11 13	Patti Jenkins
14 10 28	Kathleen Hughes
61 2 3	Wilmer Brockman
55 10 3	Richard Collins
63 1 13	Katherine Lamb
16 5 16	Inez Ross
74 3 29	Salvador Reddick
59 6 13	Aaron Turner
66 10 12	Gerard Johnson
8 8 17	Joanne Hill
55 7 5	Joe Hughes
56 7 26	Nicholas Benton
31 10 28	Pamela Orosco
85 6 12	Lila Jones
15 1 14	Germaine Norman
31 8 18	Charlene Whitworth
67 9 9	Johnny Hudson
8 0 16	See Henderson
52 1 27	Patricia Adams
16 3 6	Rebecca Ball
83 6 13	Max Peters
60 8 7	Jackie Gonzales
83 3 2	Valerie Benton
41 1 27	Calvin Reid
61 9 11	Tammy Cox
77 6 28	Lindsey Tate
34 3 19	Alice Weaver
44 7 29	Grace Kelly
82 4 7	Cecil Ramirez
41 5 17	Marie Roland
10 11 0	Santiago Morris
36 2 14	Jacqulyn Goodrich
14 11 15	Martin Baumann
23 8 7	Richard Campbell
73 6 19	Antoinette Young
58 4 22	Karen Allen
59 4 6	Delaine Aaron
43 5 21	Lynn Hutchings
51 5 18	Pamela Griffin
67 3 19	Eliana Fenton
27 6 12	Joanne Duong
42 2 13	Stephenie Rivera
82 11 1	Anthony Robinson
35 2 15	Lindsay Jones
50 8 7	Pat Hardy
68 0 17	Timothy Bailey
61 9 11	Fred Rhodes
74 10 0	Vera Hardy
50 9 19	Christine Fortune
26 0 20	Elvina Hines
14 4 14	Karrie Sullivan
83 3 3	Clark Price
86 5 12	Rufus Casey
53 0 20	Vera Peterson
14 7 13	Wilmer Lee
86 2 24	Sherri Faison
89 0 2	Wanda Lopez
59 6 20	Charlene Olvera
42 5 12	Patricia Lee
20 1 26	Brandon Henderson
9 6 5	Charlene Roland
76 0 16	Jonathan Perez
87 8 7	Cheryl Hampton
65 3 19	Josphine Sanchez
88 0 2	Rufus Martin
85 1 20	Jean Patterson
80 4 3	Martin Baumann
21 8 10	Khadijah Lindsey
